IQ,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,branch_encoded,KT,CGPA_Final,Placement
80.0,3.905638123917676,0,3.4203614385589134,7.73336160398949,3,1,5,7.822500000000001,0
85.0,4.6808962487439345,0,4.97776760334969,6.419333593969611,3,2,2,8.68,0
104.0,1.0,0,3.0,1.7096364148232386,1,1,2,7.422,0
96.0,5.6275141793412295,1,6.405025506732912,3.6214641084017174,2,4,1,5.62,0
100.0,4.939471301055086,0,4.841415755204864,4.885552869296763,2,2,3,5.32,0
94.0,2.0,0,5.0,1.0,5,1,3,7.2366666666666655,0
100.0,6.314109748515133,0,6.0,9.0,3,1,3,8.68,1
97.0,6.1796602892621415,1,3.0,3.756241768435155,2,2,1,9.12,0
75.0,3.4649422509259935,1,4.748302489571305,6.0,2,2,0,7.8133333333333335,0
99.0,2.7624175053367033,0,3.089791542214204,4.0,3,2,6,5.172,1
92.0,7.568520084006806,0,1.0,3.142578057024819,5,1,3,6.159999999999999,0
96.0,7.137615194037295,0,5.585394127502521,5.069597744898713,5,1,3,8.42,0
90.0,7.0,1,4.611484577937301,8.66438524685362,2,3,3,7.175,1
104.0,5.4415551937202515,1,4.820610171155465,5.949291719066288,3,2,3,7.6175,1
85.0,4.0,1,10.0,10.0,5,1,3,5.75,1
106.0,4.0,1,3.7198845116165664,2.0,2,2,2,8.1275,0
104.0,7.0,1,4.453880410195843,6.443918186047171,3,2,4,9.32,0
80.0,3.492655809407836,0,8.0,9.871597615719926,4,2,5,7.865,1
114.0,5.918278846464084,0,4.069671721145376,5.0,2,1,4,7.07,0
107.0,1.0,0,2.0,1.2486561634967543,0,1,3,4.828333333333333,0
98.0,5.0,0,2.0,4.456882847767664,0,2,0,6.476000000000001,0
116.0,8.0,0,6.0,2.0,4,2,2,6.446666666666666,0
102.0,9.0,0,5.289938862291233,10.0,3,1,3,7.535,1
106.0,6.0,0,4.072205298672614,3.0,3,2,2,6.926666666666667,0
119.0,6.529135538556776,0,5.660146683788504,4.243216348148589,3,1,0,8.12,1
105.0,3.7579454396767957,0,8.0,6.866787295281128,1,2,2,7.673333333333333,0
104.0,5.160393911393754,0,4.4886540886714705,6.237494487791384,3,1,3,7.073333333333333,1
120.0,2.0,0,6.3856832745934575,1.7555105826922315,0,4,3,6.39,1
96.0,2.0,0,3.0,3.86180399412917,2,1,3,8.58,0
104.0,2.0,0,4.018775528782495,1.0,3,1,3,4.97,0
99.0,4.711101820340659,1,10.0,7.0,3,1,1,6.8999999999999995,0
108.0,3.370066734796911,1,10.0,8.216504239562479,1,1,2,9.16,0
91.0,6.300278756753162,0,6.105241761883583,9.0,2,1,2,4.906666666666667,0
115.0,8.06625698131316,1,6.365468382555761,8.0,2,3,4,5.96,1
102.0,5.370255232558456,0,5.094780107659918,5.740328199612787,3,1,1,7.5566666666666675,1
106.0,10.0,0,1.0,6.289317781581417,3,2,3,6.647999999999999,1
110.0,3.591649934337916,1,8.0,2.0,4,1,2,9.98,0
109.0,4.908243569164579,1,4.604167201504286,4.0,3,2,2,6.294999999999999,1
102.0,5.663319761481485,0,4.8262700137583,6.4277764365858445,3,1,2,9.83,1
97.0,5.6947365861957415,0,4.0,3.9912187658165923,2,1,0,7.675000000000001,0
97.0,6.471031421758543,0,5.713896371971568,4.75884681218853,5,1,3,4.64,0
87.0,5.0,0,3.0,4.3934684504253845,2,4,4,7.252000000000001,0
105.0,4.0,1,4.501587438297982,5.301252875489624,3,1,3,2.26,1
112.0,6.0,0,3.0638197148294424,1.0,3,1,2,6.32,0
77.0,7.0,0,2.747839176690185,10.0,5,0,4,6.1625,1
102.0,4.908756637774264,1,3.9742299939823376,7.0,3,1,6,6.285,0
65.0,1.0,1,0.0,8.0,0,2,5,9.99,0
102.0,3.0,0,3.0,5.204858910331305,0,3,6,8.2725,0
113.0,1.7428792332997816,0,2.4287123806832867,2.0,0,2,5,6.6825,0
105.0,5.273499983423541,0,2.0,3.0,3,1,1,8.92,1
100.0,5.1372988221343014,0,4.643272310958125,5.319858710625333,3,1,2,7.08,0
69.0,4.287260249923392,0,9.0,5.0,5,4,2,6.442,0
103.0,6.0,1,4.072519252025586,5.8551768138966835,3,1,4,6.858,0
101.0,4.316134989281252,0,5.0,5.458200540374353,1,2,2,7.596666666666667,0
107.0,10.0,1,4.567804714508785,6.84791363852708,4,2,3,5.0,0
106.0,8.627790321599957,0,5.936783966140148,10.0,2,1,3,9.7,0
104.0,4.839860413303363,0,3.0,5.804221269253958,2,1,3,7.019999999999999,1
99.0,7.0,1,0.0,4.0,5,1,5,7.900000000000001,1
100.0,5.292412453343601,1,9.0,10.0,2,2,2,5.69,1
113.0,2.5574589258058005,0,2.7588583654542163,1.0,2,2,6,5.1866666666666665,0
121.0,10.0,0,2.206856272759989,9.775211053993516,0,2,5,8.72,1
97.0,5.935116496413293,1,5.208897454923083,7.0,2,2,3,6.67,0
114.0,4.0,1,8.0,2.0,4,1,0,5.644,1
101.0,4.0,1,3.0,5.346132466926422,2,1,5,8.33,0
108.0,7.889142985153949,1,3.0,7.4,2,1,2,8.76,1
83.0,10.0,0,4.4968929826250665,9.09284908329581,4,2,2,7.436666666666667,0
110.0,10.0,0,5.0,8.17313709714735,4,1,2,7.2,1
107.0,5.0826898323583976,1,10.0,7.812056499740923,4,1,2,7.1175,1
93.0,1.0,0,6.100711644534982,3.305560977317974,4,1,3,5.2,1
106.0,4.0,1,6.0,6.241557356696585,1,1,2,7.09,0
120.0,6.748710610693209,0,6.293391916615551,3.2067238608896496,2,4,3,6.233333333333333,0
95.0,5.146565852690916,0,5.625835373816862,4.709585469386834,2,1,0,7.092857142857143,0
101.0,5.1935233293755765,0,5.443228139436055,5.060113445190012,3,1,0,5.6933333333333325,1
100.0,5.441324514030857,0,4.584582647647288,5.0,3,1,2,9.41,0
93.0,4.0,0,1.0,6.0,2,0,3,6.52,0
70.0,1.4487901316025784,0,4.006986255071013,3.0,3,2,2,6.846666666666667,0
98.0,5.028732071886889,0,5.336859490797806,4.365843391889063,2,1,0,5.65,0
95.0,1.0,0,4.84111801884848,3.8471909421066695,1,2,3,8.709999999999999,0
76.0,3.3983078476189874,1,4.732289109687024,7.883391550351241,3,1,2,6.2,1
106.0,7.0,0,4.5695608571996225,6.697132253789942,3,1,2,6.7275,1
106.0,10.0,1,0.25494931930935394,6.0,3,1,2,7.47,1
87.0,9.0,1,6.0,6.824903019575526,5,1,0,6.497999999999999,0
100.0,4.5950489923992635,1,2.0,4.452882404908291,1,2,3,6.29,0
104.0,7.0,1,3.5221161205067872,6.436242848739745,3,2,6,8.15,0
103.0,5.473278586424819,1,5.079740898698287,5.724009252572628,3,1,1,7.9816666666666665,1
100.0,5.446304843623071,0,4.738060447546559,5.370793625816095,2,2,3,8.106,0
120.0,10.0,1,4.0,7.0,2,1,2,8.09,0
92.0,1.0,0,5.9019180278117815,4.0,1,2,2,1.85,0
103.0,3.1489373168234565,0,10.0,6.0,3,1,3,6.01,0
88.0,1.0,1,6.574924372147304,5.0,1,2,1,7.8,0
95.0,7.411007498837996,0,6.491838254677631,1.0,5,4,1,8.98,0
86.0,1.0,1,4.0,2.0,1,4,3,5.906666666666666,0
101.0,4.0,1,4.7424452803131665,4.68249130935083,2,2,3,4.01,0
98.0,5.935590388797024,1,6.106649673083421,5.0,2,4,3,5.538,0
101.0,5.4008520777323525,0,3.0,5.1235089637144995,2,1,3,7.29,0
110.0,7.270072154476068,1,1.0,5.0,1,1,3,6.575999999999999,0
96.0,4.8740386630536605,0,8.0,9.0,3,2,4,9.64,1
64.0,5.0,1,5.0,1.0,0,1,1,5.86,1
104.0,3.6360028492423027,0,3.651006289039781,5.979384825823741,0,1,2,8.515,0
103.0,5.0,1,4.478287783570494,2.0,2,2,0,7.659999999999999,0
84.0,8.810672235647587,1,2.0,0.09772133103299652,5,4,0,7.192500000000001,0
101.0,8.0,0,4.992847812384525,5.896634573707187,3,2,2,8.19,0
91.0,3.0,1,6.489989320745398,4.0,5,1,3,6.533333333333332,0
125.0,5.0,0,8.0,6.2116655194784265,1,2,3,6.8100000000000005,1
109.0,1.8549453420715452,0,5.0,2.0,0,2,1,4.97,0
123.0,6.0,1,4.0,3.0,2,3,6,6.33,0
80.0,1.0,0,3.0,8.0,0,1,4,9.085,0
94.0,3.0,0,3.9566542387855534,6.0,2,1,5,8.223333333333334,0
132.0,7.858708759970781,1,3.0,4.0,1,1,3,5.62,0
94.0,3.894301817866559,1,5.0,5.061730498074601,2,2,3,1.8,0
94.0,6.0,1,5.744817367750031,8.0,2,1,1,6.61,0
99.0,5.460112915600789,0,4.848261367432247,5.467509444814549,2,2,3,9.67,0
102.0,4.811374964923058,0,3.0,5.02766604341863,2,1,3,3.75,1
112.0,9.0,1,2.8794733020560486,5.0,0,4,3,9.71,0
113.0,4.0,0,8.78,7.710179718148677,1,1,3,5.659999999999999,0
72.0,7.0,1,8.0,10.0,1,4,6,6.585000000000001,0
93.0,6.7969619362710745,0,8.0,9.0,3,2,3,7.29,0
103.0,5.641591947226427,1,4.985745262207512,1.0,4,4,4,6.845,0
96.0,5.111534450958157,1,4.510175222289654,5.719841417678214,3,1,2,8.13,0
103.0,6.0,1,7.0,6.462082453673407,3,1,2,8.085,0
97.0,6.0,1,3.0,6.246971363353392,1,1,0,6.968000000000001,0
88.0,7.8620267123313,1,7.149480782980152,8.0,4,1,0,6.183333333333334,0
105.0,4.12332717805943,1,3.8340456740176876,5.73284211490021,1,2,5,6.3180000000000005,0
99.0,5.2340759918228414,0,4.0,4.8462639921994075,2,2,2,7.76,0
108.0,4.498300744153937,1,1.0,6.226201713012259,1,2,6,6.888,1
105.0,3.7029737502321822,1,3.8086508702123325,3.0,2,1,2,5.89,0
97.0,5.0,1,5.33142953588229,4.0,4,1,3,8.44,0
99.0,10.0,0,0.0,10.0,5,0,1,6.84,0
101.0,2.0,0,4.0693699781312525,3.0,2,2,5,8.043333333333335,0
113.0,6.343766972051355,1,6.931172918644105,2.0,4,3,1,5.145,1
92.0,9.238999770691425,1,7.703647301399894,4.372404514732441,7,4,3,7.68,1
98.0,5.919714376462409,0,5.382469278476417,4.968493791777167,2,3,3,8.97,0
98.0,3.0,0,4.77980184421957,4.319474834207341,2,1,3,5.1625,0
99.0,5.85406959417319,1,5.104554524758136,6.0,3,2,3,7.039999999999999,0
101.0,5.14994362175549,0,4.662314334051825,5.5854946741117075,3,1,3,7.062,0
102.0,2.0,0,6.0,5.987842558007532,2,2,5,8.86,1
116.0,5.907822716979105,0,9.0,7.0,1,2,1,7.35,0
88.0,5.0,0,7.832622981773309,3.30530540440348,8,1,2,5.803333333333334,1
100.0,5.427827912722272,1,5.219793666732276,3.0,2,4,3,6.507142857142857,0
113.0,0.8271286963532383,0,6.0,3.0,0,1,2,5.97,0
101.0,5.221125060283036,1,4.487341512854247,6.0,2,2,5,6.543333333333333,0
70.0,2.603053712574784,0,5.469967668351064,8.22083837739255,1,4,3,7.093333333333334,1
106.0,4.061508180060489,0,4.3818795689765295,2.0,3,1,1,4.84,0
103.0,6.606186216056596,0,5.0918710824166915,6.0949749421297525,5,2,5,6.471428571428571,1
93.0,10.0,1,3.1881117976825735,10.0,4,1,3,7.51,1
104.0,5.128800957265334,1,4.825518241844929,5.719147018986277,3,2,3,5.963333333333334,1
110.0,8.0,0,3.2111870137207426,4.0,4,1,3,8.92,0
106.0,4.0,1,2.0,2.119181199135003,1,2,0,7.78,1
120.0,5.386917788478506,1,4.714822219025521,3.51242610992977,1,2,2,6.246666666666667,0
115.0,6.058494797414909,0,4.511071350242485,5.3990325364720135,3,1,3,7.909999999999999,1
104.0,5.6157678155564135,0,5.042763083533991,5.86525432925454,3,2,2,8.24,1
100.0,2.0,0,7.0,5.080300377477862,3,2,6,7.632,0
99.0,9.0,0,0.0,3.9978650750667732,2,1,0,4.685,0
104.0,1.0,0,10.0,6.014971021917962,4,2,6,7.091666666666666,1
107.0,9.0,0,5.0,7.55,4,2,3,7.46,1
81.0,6.123553446968135,1,5.0,8.0,2,2,2,9.32,0
93.0,7.130531529470513,0,6.0940312379544785,6.38,5,1,3,4.0,0
99.0,6.380731946100962,0,0.0,4.642743426784067,3,1,6,7.5975,0
109.0,5.0,1,3.5770961999379836,4.860839555687445,2,1,4,7.7325,0
104.0,3.0,0,2.0,3.5107538786261046,1,1,1,3.39,1
98.0,5.0,0,5.1454016422636855,4.709944640377234,3,2,3,6.376666666666666,0
91.0,3.0123397710614555,1,3.021364727972802,7.147912541567845,0,2,5,7.6625000000000005,0
113.0,4.8314903412147,0,4.197267795288962,4.0,3,1,2,6.195,1
100.0,7.0,0,7.0,10.0,0,1,1,6.975,0
99.0,4.1690530032974635,0,10.0,8.0,3,2,4,2.72,0
100.0,4.0,1,4.669723551559386,4.708502489884623,2,1,3,6.1659999999999995,0
108.0,9.0,0,10.0,7.870354633822269,4,2,0,5.9625,1
100.0,5.517748996769072,0,0.0,4.598100561580836,2,1,5,6.845999999999999,0
101.0,2.0,0,4.9182471880839,3.2008373431622736,1,2,3,5.010000000000001,0
87.0,2.0,0,6.221406608514322,8.0,1,1,3,8.25,0
96.0,4.0,1,5.0,7.0,2,2,5,7.264,0
104.0,4.892803018592009,1,4.553178889537239,6.077405961944297,2,2,3,7.61,1
87.0,4.4076891741530915,1,3.0,5.931473981776305,3,1,3,6.556,0
87.0,6.0,0,9.66,8.180176183502606,4,2,2,6.566666666666666,0
107.0,5.036689901996077,0,6.0,7.4491251218906065,3,1,4,6.71,1
106.0,4.816154237738637,0,4.4005109087495065,5.0,3,1,2,7.49,1
101.0,4.0,1,5.318616715705968,4.969597194877565,2,1,1,5.996666666666667,1
92.0,4.0,0,10.0,7.0,2,4,3,6.815,0
99.0,3.856467848085668,0,4.975443351609034,4.0,1,3,3,1.61,0
98.0,5.652016566954163,0,2.0,3.7654683752632927,2,1,1,7.205,0
87.0,6.0,1,4.69242250559175,7.0,3,2,3,5.753333333333333,0
116.0,2.0,0,7.0,2.0,2,2,3,6.1825,0
104.0,5.502445200291859,1,4.65257688134005,9.0,2,2,6,6.9662500000000005,1
107.0,3.2630695591579233,1,7.0,1.0,2,4,3,6.34,0
90.0,7.0,0,7.161013118219703,4.027170593979033,4,3,0,6.3575,0
111.0,9.0,1,3.9483130885864597,2.0,3,4,2,6.08,0
98.0,5.397851317069755,0,7.0,4.968793431791086,2,4,3,6.591999999999999,0
105.0,4.898247954697112,1,4.502945659569477,5.0,3,1,2,6.968571428571429,1
105.0,2.783745826956661,1,3.337668223486485,3.0,1,1,2,3.62,0
96.0,6.689813765373877,1,5.674109061381735,4.455620635996436,5,1,3,5.4,0
103.0,5.191682598215326,1,4.559344305626354,4.0,3,2,2,8.69,0
111.0,2.8015290306590153,1,2.4072505600664975,2.0,3,1,6,6.041666666666667,0
104.0,6.0,0,10.0,7.04421764726553,4,2,3,6.496666666666667,0
106.0,5.0,1,1.0,7.0,1,1,6,6.55,0
104.0,3.3739243512736046,1,8.0,6.161362267673988,1,2,2,4.84,0
101.0,3.0,1,4.614941271015539,4.0,2,1,3,5.676666666666667,0
104.0,7.263856629188886,0,10.0,7.633325649450001,7,2,5,7.775,1
107.0,3.571350891487434,1,10.0,7.0,4,1,3,7.347499999999999,1
98.0,9.0,0,5.619965363043267,10.0,3,2,3,6.1899999999999995,0
102.0,4.0,0,4.54264713615483,4.854250088446987,2,1,2,6.496,0
98.0,5.356315967573355,0,1.0,3.805539214673839,2,1,3,5.16,0
99.0,6.628634800530342,0,5.497287736613355,9.0,3,2,3,8.03,1
110.0,10.0,1,0.0,2.0,4,1,1,9.0,0
103.0,2.0,1,4.485755274083608,5.099094716836063,2,2,5,5.483333333333333,1
97.0,6.73053910247161,0,5.4169840351763625,4.0,5,1,3,6.99,0
103.0,4.385536647385326,1,4.463365761870218,2.0,2,2,1,6.33,0
101.0,4.751228595178066,0,6.0,5.833369164133046,3,2,4,5.583333333333333,0
100.0,4.810619066825097,0,4.643335439418401,5.0796092911521225,2,1,2,5.35,0
107.0,4.6143922113466225,0,3.773428208116325,6.74383328029851,2,1,4,7.58,1
93.0,7.93643839242538,1,1.0,3.2505930018741473,5,1,0,8.54,1
101.0,5.098846667004711,1,8.0,6.155962222621584,3,2,2,7.98,0
91.0,6.0,0,7.0,8.938525080882894,1,2,1,9.63,0
96.0,6.886191416835459,1,10.0,9.0,4,1,0,6.65,1
107.0,6.561814719299704,0,1.0,5.94260664821919,4,0,5,8.0,1
103.0,5.8226899860398085,0,4.852212246516217,6.306418709343806,3,2,3,9.74,1
107.0,4.864199640750201,1,5.616759968780396,5.0,1,4,3,6.505000000000001,1
88.0,9.557899924267964,0,2.0,9.0,5,1,4,4.38,1
108.0,3.998546572465589,0,5.0,3.0,4,1,5,8.94,0
109.0,6.0,0,3.0,3.0,4,0,2,5.66,0
99.0,4.0,0,4.731986904049933,4.8067772226532135,2,1,3,6.76,0
121.0,8.0,0,10.0,10.0,0,1,1,7.27,0
95.0,6.767167180264103,0,6.48600505602511,10.0,2,1,1,4.37,1
95.0,2.0,0,6.1165001020576675,3.0,5,1,3,8.54,1
106.0,10.0,0,4.3094849250739955,6.766890057008284,4,1,2,5.95,0
98.0,5.900352701212949,0,1.0,4.217338798452305,2,1,3,8.035,0
88.0,5.0,0,2.0,7.0,1,1,1,7.01,0
87.0,1.0,1,0.0,1.0,1,1,1,6.28,0
101.0,5.602497972634481,1,2.0,4.971271504671538,2,2,5,7.35,0
112.0,2.086687685212887,0,2.83112771666017,4.0,0,1,2,6.21,1
100.0,7.0,0,0.0,4.254026135668148,2,1,0,8.1475,1
101.0,5.437585607128987,0,1.0,4.628603239114629,2,1,4,6.0,0
116.0,9.0,1,6.022151472432661,4.983457117939627,5,1,3,8.79,1
89.0,7.745270818697552,0,0.0,2.012738456275315,5,1,1,5.536666666666666,0
100.0,5.0,0,4.7564469391462545,5.036547366459596,2,2,3,6.2775,0
95.0,2.0,1,7.0,3.7662223866480407,2,3,3,6.6075,0
100.0,4.9177176266106954,1,2.0,4.0,2,1,3,5.471666666666667,0
101.0,5.537566924255334,0,4.843739841439312,5.593918924700059,3,2,3,8.4,0
99.0,5.154049469747658,0,5.362382647886758,4.74084901243628,3,1,0,6.2775,0
91.0,6.780262822160541,0,5.878288995561562,10.0,2,1,3,7.233333333333333,0
82.0,5.0,1,2.0,9.0,0,4,4,3.5199999999999996,1
103.0,6.0,0,2.0,4.750624747840421,2,1,3,7.4,0
117.0,7.0,0,1.0,4.382765570034888,2,1,3,6.713333333333334,1
97.0,10.0,0,1.0,7.0,4,1,2,7.78,1
76.0,4.01179207482528,1,5.4115596145333384,6.450454907366744,3,2,1,7.54,0
86.0,7.0,0,0.0,4.0,0,1,4,7.047500000000001,0
102.0,7.0,1,2.7414853936703203,7.193885836634777,2,0,2,7.0525,0
89.0,1.0,0,6.0,2.0,0,4,5,7.47,0
89.0,9.0,1,3.426322018890584,8.682459511324195,4,1,4,7.61,0
95.0,10.0,1,0.0,9.006500932359064,2,1,4,6.71,0
100.0,5.293368902082804,0,4.774914957929248,5.0,2,2,3,7.215,0
94.0,3.0,1,5.326093065809406,3.880421923832376,2,1,1,7.6975,0
98.0,5.457570240445271,0,5.504224470260972,4.55983040462967,2,2,1,7.138,0
102.0,5.348871315515634,1,4.740184915683464,5.47147393112532,3,2,3,7.378333333333334,0
101.0,4.0,1,2.0,4.599096769263948,2,1,3,7.31,1
105.0,2.8493122296083655,0,5.0,6.427284500964955,0,1,3,5.21,0
98.0,4.0,0,3.8157328647469058,6.526424241794633,3,2,6,4.45,1
104.0,4.63129893202451,0,10.0,7.519073758112462,3,2,4,7.31,0
99.0,4.813861040800109,0,4.3440673259116345,6.5562208254596115,3,1,3,6.615,1
120.0,4.760070541961468,0,4.060250212013376,4.125467349209501,0,2,3,6.915,0
98.0,1.0,0,4.438154400004425,4.0,0,1,1,5.586,0
104.0,4.657793132984601,0,8.0,6.0,3,1,2,7.05,0
115.0,10.0,1,9.0,9.136831104487218,3,2,4,5.83,0
99.0,3.9742179695620834,1,5.317118550147807,3.5419630620071434,2,1,0,0.0,0
103.0,4.393822566582109,0,7.0,5.958307812902273,2,2,1,5.922,1
104.0,5.300553444355561,1,4.630415999639631,6.137287125561613,3,1,3,7.59,1
99.0,4.218481675412264,0,3.0,4.441089387925304,0,2,1,8.285,0
94.0,4.776651419840086,0,1.0,6.0995958294519745,3,0,3,7.001666666666666,1
117.0,7.1063567369165455,0,5.709761676624236,4.445167828675949,4,1,2,7.64,1
95.0,2.0,0,10.0,0.0,10,0,1,6.0424999999999995,0
73.0,9.0,0,2.0,7.523125880830836,4,1,0,7.486666666666667,0
100.0,4.638242218235007,0,4.643368749976744,4.952838540496993,2,1,2,4.437142857142857,0
128.0,5.1574904969228825,0,8.0,1.0,2,3,2,6.02,0
120.0,7.404740225989293,0,5.317947391032433,7.0,2,2,3,6.38,1
68.0,4.0,0,0.0,10.0,0,0,1,8.0025,0
111.0,2.0,0,10.0,3.0,3,1,1,5.3,0
76.0,6.0,1,5.0,8.0,4,2,3,5.93,0
86.0,3.541557534341699,1,4.0,1.0,4,1,0,6.9725,0
94.0,2.5711083197499747,1,2.834223205966584,3.0,2,1,2,6.9799999999999995,0
101.0,5.5308541526942605,0,5.214763084600879,5.603971150467121,3,1,1,7.75,1
120.0,6.0,1,4.6753152633150705,4.282505177044598,2,1,3,8.056000000000001,0
116.0,6.928173280330128,1,6.0,6.0,0,3,2,7.07,0
106.0,3.655196425233008,0,3.919705119570569,1.0,3,2,2,6.12,0
134.0,1.0,1,8.149860218399223,0.0637099233367131,3,1,3,5.705000000000001,1
101.0,5.0,0,10.0,6.349790721277511,3,2,2,6.676666666666667,0
101.0,5.342479225550459,0,4.0,6.033396667122233,3,1,4,8.4375,0
114.0,10.0,0,2.90170773733713,7.788373898323507,4,1,6,8.46,0
120.0,1.0,0,10.0,10.0,2,3,5,4.615,1
99.0,5.455284644633391,0,4.0,4.666448491611973,2,2,3,6.9399999999999995,0
87.0,1.0,1,6.448818725501276,9.0,1,1,3,6.93,1
69.0,3.2398991905112027,0,5.144076324183224,7.091496213325279,2,1,0,7.753333333333333,0
92.0,7.031893050914679,1,6.0,10.0,2,1,3,6.086,0
96.0,7.527376012497452,0,3.0,10.0,2,1,3,7.385000000000001,1
105.0,2.3496126042273247,0,3.0,1.0,0,2,0,4.8340000000000005,0
62.0,8.0,1,4.0,5.0,4,1,0,7.56,0
102.0,3.0,0,4.039349625147199,5.060469691684268,0,2,3,7.366,0
100.0,8.0,0,5.60579452754839,5.384272764380643,2,4,3,6.8325000000000005,0
104.0,7.0,0,7.0,6.443267722399103,3,4,4,3.4500000000000006,1
99.0,6.0,1,5.289053857963065,4.886329367730152,2,3,3,7.178,0
101.0,5.632989955148421,1,5.397063793674523,5.561513119874753,3,1,0,8.58,1
108.0,6.0,0,3.9714219999635034,6.707399518781493,4,0,4,8.01,1
108.0,8.0,0,5.0,7.701303148472256,2,1,0,9.47,1
98.0,6.172811680692188,1,5.101118361387222,4.0,5,1,3,5.83,0
82.0,1.0,0,1.0,4.8327824011807685,2,1,3,8.2,1
106.0,5.334554445702949,1,4.408137517901515,6.362492287697542,3,2,5,6.693333333333334,1
104.0,4.303092770145767,1,10.0,6.827773591848146,3,1,2,4.8,0
96.0,5.769713045933756,0,9.0,5.2150125613348575,3,4,3,7.2275,0
96.0,5.022317534352258,0,4.0,5.847699004882198,3,1,3,7.57,0
106.0,4.270030016270642,0,4.497938807866209,4.0,3,2,2,4.242,1
93.0,8.0,1,2.0,5.79,4,2,5,5.79,0
95.0,5.191210227066328,1,4.528600745800166,5.896479047786508,3,1,2,8.89,0
93.0,1.0,0,5.9909720460398965,2.4123491201767173,1,4,3,2.19,0
103.0,5.677247214334606,0,4.764213165672679,6.304202536659929,3,2,3,9.07,1
116.0,5.657480475439499,1,4.611060782208302,2.0,3,2,3,7.5616666666666665,0
104.0,3.078109102264335,0,9.0,7.0,1,1,1,8.335,0
91.0,8.0,0,0.0,3.4543197730569517,2,4,4,8.232500000000002,0
92.0,10.0,0,4.0,5.0,4,3,2,5.865,0
107.0,2.6806247879508085,0,0.0,1.0,0,2,3,7.09,0
95.0,2.0,0,5.465734560754669,7.0,1,1,3,7.140000000000001,0
102.0,5.513352480666462,1,5.382130649713407,5.427933520836124,3,1,0,7.88,1
106.0,6.0,0,3.6171981328558402,6.13348814208895,0,2,2,5.35,0
91.0,7.5249409388214765,1,6.638597525092532,10.0,2,3,3,5.458,0
113.0,4.8314903412147,0,4.197267795288962,4.0,3,1,2,6.195,1
106.0,8.0,0,3.0,6.725981987240765,3,1,3,7.968571428571429,1
112.0,3.1796493581509324,1,4.0,1.0,3,2,3,7.22,1
112.0,5.0,0,5.69946635990776,4.130360448347023,4,1,3,9.41,1
101.0,5.5308541526942605,0,5.214763084600879,5.603971150467121,3,1,1,7.75,1
83.0,1.0,0,8.0,7.61,1,1,0,1.15,0
85.0,8.619794526429654,1,9.0,10.0,2,4,1,7.3,0
93.0,7.000573451093814,1,8.0,8.41,2,3,2,5.422499999999999,0
114.0,6.060543903829906,0,3.0,6.0,0,1,2,6.45,0
106.0,9.0,0,4.834603209412268,7.2928005521510215,3,2,3,9.09,1
107.0,3.0,0,3.3082164772975418,5.743707999943414,0,2,6,6.98,0
92.0,3.0,0,5.931365355048015,3.2837297665562026,4,1,3,4.99,0
114.0,8.996073614603478,0,6.190399216941412,4.2190014015715,8,1,5,5.28,1
106.0,4.116287222392721,1,5.0,4.0,3,2,2,5.05,1
118.0,6.0,0,5.0,1.0,5,1,2,6.59,1
99.0,5.431350953260797,1,5.5266826692474815,5.1249015954062145,2,3,3,7.02,0
96.0,6.167449894238061,0,5.714906063268391,8.0,2,1,0,8.173333333333334,1
83.0,4.373299893044322,0,4.937933395979787,3.0,5,1,1,5.193333333333333,0
91.0,6.0,0,3.5258812621053934,7.301273737680246,2,1,2,7.21,0
100.0,5.156902457885213,0,4.8380035952293134,5.045552711165989,2,2,3,6.470000000000001,0
106.0,8.0,0,1.0,5.0,2,1,1,8.753333333333334,1
101.0,5.527831535065523,0,4.663762325686843,5.8798892286272295,3,1,3,9.06,0
112.0,5.395162458366304,1,5.020459264785206,4.0,3,1,1,5.74,1
86.0,9.0,1,1.0,2.128421774791626,5,4,4,5.03,0
97.0,2.0,0,4.946762352100755,3.8851620044871016,3,0,2,6.897999999999999,0
87.0,1.0,0,6.0,2.6335543965436337,4,1,3,9.4,0
95.0,6.848086594200662,1,1.0,3.430499392146828,4,1,3,6.7,0
120.0,6.66391387263117,0,2.0,3.0180535682358958,2,1,3,6.955,0
108.0,2.0,1,9.0,1.0,5,3,6,6.571666666666665,0
131.0,10.0,0,7.0,6.0,3,2,4,7.663333333333334,0
85.0,7.0,0,7.935680456904809,10.0,5,2,3,6.43,1
106.0,5.426135788072948,1,6.0,4.672887519479955,2,2,2,6.21,0
88.0,9.0,0,4.103349858342888,8.0,4,1,2,9.005,0
88.0,8.134832207669483,0,7.771078049640192,9.0,1,4,1,5.93,0
102.0,5.6027234854780055,1,5.199834874499281,5.561580357396711,3,1,1,8.001666666666667,1
84.0,4.333642211523667,0,10.0,9.297630587867069,3,4,6,9.39,0
91.0,1.0,0,0.0,3.0,0,1,3,4.57,0
118.0,3.0,0,7.0,9.0,4,1,3,7.330000000000001,0
99.0,3.0,1,4.987915183956073,5.0,2,2,3,6.605,1
105.0,3.0,1,4.217216803637282,5.714586524152423,2,2,6,5.720000000000001,1
104.0,7.860634558679418,0,7.0,9.0,2,1,0,7.09,1
103.0,3.839523740482285,0,4.297355131997925,3.0,2,2,2,4.02,0
94.0,6.910961147869337,0,1.0,3.0,2,4,4,5.516666666666667,0
